"Year","Month","CustomerID","CustomerFullName","EmployeeMonthAmount"
2013,3,29716,Blaine  Dockter,95415.11880000003
2013,3,30117,Robert R. Vessa,94673.14170000004
2013,4,29701,Kirk  DeGrasse,104482.96330299998
2013,4,29715,Andrew  Dixon,96011.09080000002
2013,4,29639,Joseph N. Castellucio,95434.91010000004
2013,4,29957,Kevin  Liu,87340.10194500005
2013,4,29998,Jane A. McCarty,78942.28427599999
2013,5,29641,Raul E. Casts,163930.394292
2013,5,29987,Frank  Mart¡nez,108651.14259900001
2013,5,30048,Marcia J. Sultan,98630.27444999998
2013,5,29994,Robin M. McGuigan,97972.195283
2013,5,29689,Scott  Culp,93397.63690000003
2013,6,29913,Anton  Kirilov,128873.22056200003
2013,6,29940,Robertson  Lee,122284.45783599996
2013,6,29617,Lindsey R. Camacho,112611.969692
2013,6,29712,Holly  Dickson,111036.94866700005
2013,6,29818,Roger  Harui,107270.11875200007
2013,7,30050,Krishna  Sunkammurali,115310.47773700004
2013,7,30046,Elizabeth J. Sullivan,106929.54607199997
2013,7,29701,Kirk  DeGrasse,105505.39912500001
2013,7,29957,Kevin  Liu,104273.01969100001
2013,7,29629,Carlton M. Carlisle,96485.43532499997
2013,8,29641,Raul E. Casts,160378.3913340001
2013,8,29693,Ryan  Danner,104153.39514000005
2013,8,30048,Marcia J. Sultan,77394.55908400004
2013,8,29987,Frank  Mart¡nez,74321.37688400001
2013,8,29994,Robin M. McGuigan,68404.626
2013,9,29923,Edward J. Kozlowski,122285.724
2013,9,29913,Anton  Kirilov,112044.80550000002
2013,9,29818,Roger  Harui,110050.83536700002
2013,9,29940,Robertson  Lee,93397.736124
2013,9,29564,Mary B. Billstrom,93077.717805
2013,10,29629,Carlton M. Carlisle,97647.72000000004
2013,10,29796,Jon  Grande,84413.16004300001
2013,10,29770,Kathleen M. Garza,80691.00750000005
2013,10,29559,Robert M. Bernacchi,77475.22810800001
2013,10,29957,Kevin  Liu,73605.957416
2013,11,29641,Raul E. Casts,94493.66514000001
2013,11,29987,Frank  Mart¡nez,70731.37126800002
2013,11,29827,Valerie M. Hendricks,61946.28
2013,11,29489,Frances B. Adams,57449.60400000002
2013,11,29497,François  Ferrier,57374.439893
2013,12,29923,Edward J. Kozlowski,108184.10399999999
2013,12,29913,Anton  Kirilov,104325.10670000002
2013,12,29818,Roger  Harui,86975.0655
2013,12,29617,Lindsey R. Camacho,81696.606
2013,12,30117,Robert R. Vessa,73270.50600000001
2014,1,29770,Kathleen M. Garza,68748.42347600003
2014,1,29736,Terry  Eminhizer,67831.327076
2014,1,29639,Joseph N. Castellucio,65622.16699200001
2014,1,29916,Reed  Koch,63645.66037200001
2014,1,29629,Carlton M. Carlisle,59234.83800000002
2014,2,16263,Eduardo  Robinson,4800.009999999999
2014,2,18139,Jennifer  Washington,4763.99
2014,2,18140,Anthony  White,4740.969999999998
2014,2,14234,Gina  Romero,3616.2999999999993
2014,2,14230,Luis L Coleman,3612.7999999999993
2014,3,29641,Raul E. Casts,116153.827837
2014,3,29923,Edward J. Kozlowski,112312.554
2014,3,29940,Robertson  Lee,108982.74741600006
2014,3,29617,Lindsey R. Camacho,106268.23800000003
2014,3,29987,Frank  Mart¡nez,101438.08989300004
2014,4,12125,Diana  Ortega,4154.03
2014,4,11047,Jaclyn D Lu,3182.3399999999997
2014,4,11044,Adam L Flores,3140.31
2014,4,20713,Kathleen  Gill,2638.9399999999996
2014,4,16551,Christy M Shan,2589.409999999999
2014,5,29629,Carlton M. Carlisle,89981.79000000001
2014,5,29736,Terry  Eminhizer,89869.27631400002
2014,5,29701,Kirk  DeGrasse,85393.741258
2014,5,29770,Kathleen M. Garza,83076.57092400003
2014,5,29715,Andrew  Dixon,80450.37600000002
2014,6,12606,Arthur A Van,294.4200000000001
2014,6,11501,Brandy P Chandra,268.72
2014,6,13140,Jamie J Zhu,255.22000000000006
2014,6,11185,Ashley  Henderson,234.94
2014,6,11176,Mason D Roberts,213.33
