"CustomerID","AccountNumber","CustomerFullname","TotalOrder","TotalRevenue"
11075,AW00011075,Felicia L Jimenez,3,8068.03
11076,AW00011076,Blake  Anderson,3,8159.039999999999
11077,AW00011077,Leah  Ye,3,8169.029999999999
11078,AW00011078,Gina E Martin,17,913.2700000000001
11079,AW00011079,Donald  Gonzalez,3,57.95
11080,AW00011080,Damien  Chander,3,8204.02
11081,AW00011081,Savannah C Baker,2,104.25999999999999
11082,AW00011082,Angela L Butler,2,3110.81
11083,AW00011083,Alyssa F Cox,2,3137.3199999999993
11084,AW00011084,Lucas  Phillips,2,3078.6099999999997
11085,AW00011085,Emily  Johnson,2,128.96
11086,AW00011086,Ryan  Brown,2,153.45
11087,AW00011087,Tamara L Liang,2,200.28
11088,AW00011088,Hunter  Davis,2,3176.7799999999997
11089,AW00011089,Abigail M Price,2,3188.2799999999997
11090,AW00011090,Trevor  Bryant,3,6704.08
11091,AW00011091,Dalton  Perez,28,1189.3300000000002
11092,AW00011092,Cheryl A Diaz,3,8110.019999999999
11093,AW00011093,Aimee A He,3,8180.0
11094,AW00011094,Cedric W Ma,3,235.89
11095,AW00011095,Chad  Kumar,3,8158.009999999998
11096,AW00011096,Andrés  Anand,3,8063.039999999999
11097,AW00011097,Edwin R Nara,3,8099.029999999999
11098,AW00011098,Mallory S Rubio,3,88.96
11099,AW00011099,Adam  Ross,3,8215.989999999998
11100,AW00011100,Latasha L Navarro,3,8172.509999999998
11101,AW00011101,Abby L Sai,3,8262.519999999999
11102,AW00011102,Julia L Nelson,3,102.91
11103,AW00011103,Cassie  Chande,3,8182.499999999998
11104,AW00011104,Edgar A Sara,3,8173.029999999999
11105,AW00011105,Candace  Fernandez,3,8095.99
11106,AW00011106,Jessie  Liu,3,8079.049999999999
11107,AW00011107,Bianca  Lin,3,8171.009999999998
11108,AW00011108,Kari C Alvarez,3,8124.039999999999
11109,AW00011109,Ruben D Kapoor,3,8245.009999999998
11110,AW00011110,Curtis  Yang,3,8093.03
11111,AW00011111,Meredith T Gutierrez,3,8136.999999999999
11112,AW00011112,Crystal C Wang,3,8295.019999999999
11113,AW00011113,Micheal A Blanco,3,109.88000000000001
11114,AW00011114,Leslie C Moreno,3,122.89000000000001
11115,AW00011115,Alvin D Cai,3,113.70999999999998
11116,AW00011116,Clinton E Carlson,3,148.7
11117,AW00011117,April  Deng,3,8184.989999999998
11118,AW00011118,Alvin M Zeng,3,123.8
11119,AW00011119,Evan V James,2,85.22
11120,AW00011120,Beth H Jiménez,3,8242.489999999998
11121,AW00011121,Orlando  Suarez,3,58.16
11122,AW00011122,Byron  Vazquez,3,42.93
11123,AW00011123,Philip A Alvarez,3,149.84
11124,AW00011124,Ross F Jordan,3,8129.019999999999
11125,AW00011125,Dana J Navarro,3,79.69
11126,AW00011126,Shaun  Carson,3,4972.37
11127,AW00011127,Jan  Edwards,2,43.980000000000004
11128,AW00011128,Samantha  Long,2,143.94
11129,AW00011129,Julia M Wright,2,5873.26
11130,AW00011130,Caroline L Russell,1,37.29
11131,AW00011131,Amanda  Rivera,5,165.91
11132,AW00011132,Melissa E Richardson,1,2371.9399999999996
11133,AW00011133,Angela  Griffin,1,71.96
11134,AW00011134,Larry D Townsend,3,4911.83
11135,AW00011135,Marcus L Harris,1,2334.9699999999993
11136,AW00011136,Brianna D Morgan,1,2380.47
11137,AW00011137,Jasmine A Taylor,2,202.57
11138,AW00011138,Lauren  Davis,2,78.97
11139,AW00011139,Tanya  Moreno,2,83.97
11140,AW00011140,Javier L Alvarez,1,39.99
11141,AW00011141,Nicole  Ramirez,2,113.96000000000001
11142,AW00011142,Eduardo  Patterson,17,980.7700000000001
11143,AW00011143,Jonathan M Henderson,2,48.56
11144,AW00011144,Edward  Hernandez,1,2399.9699999999993
11145,AW00011145,Jasmine L Coleman,1,2309.97
11146,AW00011146,Karla L Goel,3,112.92999999999999
11147,AW00011147,Ernest L Wu,3,8195.499999999998
11148,AW00011148,Ross  Vazquez,3,126.24
11149,AW00011149,Theodore  Gill,3,41.26
11150,AW00011150,Russell M Shen,3,192.42000000000002
11151,AW00011151,Melinda G Gill,3,8087.3099999999995
11152,AW00011152,James J Williams,1,2294.99
11153,AW00011153,Angela R James,2,109.77
11154,AW00011154,Megan G Walker,1,2319.99
11155,AW00011155,Hunter J Robinson,1,2319.99
11156,AW00011156,Maria  Roberts,1,2389.9699999999993
11157,AW00011157,Hannah E Long,2,41.28
11158,AW00011158,Jason K Wright,1,2395.9599999999996
11159,AW00011159,Brianna A Hughes,2,48.56
11160,AW00011160,Maurice M Tang,1,2322.2799999999997
11161,AW00011161,Emily  Wood,2,93.95000000000002
11162,AW00011162,Chase  Cox,1,2329.9799999999996
11163,AW00011163,Gabriel  Wang,2,46.27
11164,AW00011164,Devin  Brooks,2,144.76000000000002
11165,AW00011165,Jocelyn  Alexander,2,102.49
11166,AW00011166,Ashley  Martinez,2,87.96000000000001
11167,AW00011167,Jasmine J Barnes,2,3126.33
11168,AW00011168,David  Rodriguez,2,3136.59
11169,AW00011169,Bryce  Richardson,2,81.26
11170,AW00011170,Carol T Howard,2,157.23
11171,AW00011171,Jonathan E Hill,3,6716.549999999999
11172,AW00011172,Gabrielle J Adams,2,128.94
11173,AW00011173,Sarah F Thomas,2,102.49
11174,AW00011174,Nicholas  Robinson,2,48.56
11175,AW00011175,Luis  Wang,3,6710.55
11176,AW00011176,Mason D Roberts,28,1320.0100000000002
11177,AW00011177,Jose M Flores,2,135.25
11178,AW00011178,Nathan J Johnson,2,144.76
11179,AW00011179,Molly E Rodriguez,2,125.44
11180,AW00011180,April  Anand,2,138.45
11181,AW00011181,Devin P Martin,2,41.28
11182,AW00011182,Stephanie  Torres,2,81.26
11183,AW00011183,Jasmine W Lee,2,46.27
11184,AW00011184,Meghan  Hernandez,2,68.25
11185,AW00011185,Ashley  Henderson,27,1616.3100000000002
11186,AW00011186,Sarah C Price,2,41.28
11187,AW00011187,Jennifer S Cooper,2,107.47999999999999
11188,AW00011188,Catherine  Morris,2,81.26
11189,AW00011189,Lawrence W Blanco,2,5944.219999999999
11190,AW00011190,Carson  Bryant,2,46.27
11191,AW00011191,Kristi E Perez,3,6743.58
11192,AW00011192,James C Brown,2,113.96000000000001
11193,AW00011193,Ian A Gray,2,41.28
11194,AW00011194,Jacqueline R Price,2,105.75
11195,AW00011195,Megan  Henderson,2,105.75
11196,AW00011196,Alfredo  Romero,2,162.28
11197,AW00011197,Andrea  Morris,2,207.56
11198,AW00011198,Brooke  Sanders,2,98.47
11199,AW00011199,Jacqueline  Bennett,2,131.75
11200,AW00011200,Jason L Griffin,27,1463.3799999999999
11201,AW00011201,Amanda  Foster,2,180.94
11202,AW00011202,Alexia L Price,2,73.98
11203,AW00011203,Luis D Diaz,17,801.77
11204,AW00011204,Destiny C Rivera,2,77.27000000000001
11205,AW00011205,Abby  Fernandez,2,37.29
11206,AW00011206,Blake  Flores,2,77.27000000000001
11207,AW00011207,Danielle  Cox,2,77.27000000000001
11208,AW00011208,Maria  Reed,2,134.23
11209,AW00011209,Allison  Evans,2,37.29
11210,AW00011210,Edward J Wood,2,70.75999999999999
11211,AW00011211,Samantha  Russell,17,793.55
11212,AW00011212,Chloe  Campbell,17,827.19
11213,AW00011213,Stephanie B Murphy,2,77.27000000000001
11214,AW00011214,Charles O Miller,2,162.28
11215,AW00011215,Ana  Perry,17,1155.5200000000002
11216,AW00011216,Jasmine A Torres,2,5948.24
11217,AW00011217,Natalie P Adams,2,5953.25
11218,AW00011218,Olivia  Brown,2,39.58
11219,AW00011219,Charles  Cook,2,39.58
11220,AW00011220,Erica C Huang,2,50.230000000000004
11221,AW00011221,Nathan  Perry,2,46.27
11222,AW00011222,Alexandra  Rivera,2,207.95999999999998
11223,AW00011223,Hailey I Patterson,27,1205.3800000000003
11224,AW00011224,Tiffany J Li,3,6685.59
11225,AW00011225,Madison D Lee,2,73.25000000000001
11226,AW00011226,Sydney T Ross,2,37.29
11227,AW00011227,Marshall D Chavez,2,5910.219999999999
11228,AW00011228,Ashley R Jones,2,77.27000000000001
11229,AW00011229,Adrian C Stewart,2,81.26
11230,AW00011230,Amber  Turner,2,54.22
11231,AW00011231,Dennis  Zhang,2,64.26
11232,AW00011232,Hailey R Bryant,2,39.58
11233,AW00011233,Todd  Li,2,179.43
11234,AW00011234,Anna  Griffin,2,76.27000000000001
11235,AW00011235,Angel J Stewart,2,138.45000000000002
11236,AW00011236,Jeremy  Butler,2,113.96000000000001
11237,AW00011237,Clarence M Anand,4,10566.38
11238,AW00011238,Mayra  Prasad,4,7542.7699999999995
11239,AW00011239,Latoya C Goel,4,7511.549999999999
11240,AW00011240,Anne B Hernandez,4,7586.229999999999
11241,AW00011241,Lisa  Cai,7,11469.188199999999
11242,AW00011242,Larry  Munoz,7,11068.008199999998
11243,AW00011243,Robin V Alvarez,4,7164.249999999999
11244,AW00011244,Alexis M Coleman,4,7175.749999999999
11245,AW00011245,Ricky D Vazquez,4,10580.349999999999
11246,AW00011246,Latasha  Rubio,4,10575.329999999998
11247,AW00011247,Claudia M Zhou,4,7131.509999999999
11248,AW00011248,Tristan P Alexander,1,38.47
11249,AW00011249,Cindy A Patel,4,9890.27
11250,AW00011250,Shannon D Liu,4,7116.249999999999
11251,AW00011251,Xavier  Long,1,2318.9599999999996
11252,AW00011252,Nicholas D Thompson,3,6685.5599999999995
11253,AW00011253,José M Hernandez,16,696.6100000000001
11254,AW00011254,Johnathan W Vance,2,203.92000000000002
11255,AW00011255,Colin  Lin,2,113.96000000000001
11256,AW00011256,Katelyn L Hernandez,2,81.26
11257,AW00011257,Jacqueline  Powell,3,6677.379999999999
11258,AW00011258,Xavier  Hill,2,49.230000000000004
11259,AW00011259,Victoria C Stewart,3,6770.6
11260,AW00011260,Katelyn L Kelly,2,81.26
11261,AW00011261,Stephanie  Collins,3,6650.6
11262,AW00011262,Jennifer  Simmons,27,1126.8200000000004
11263,AW00011263,Trinity  Richardson,3,6754.0599999999995
11264,AW00011264,Eduardo  Martin,2,3182.2699999999995
11265,AW00011265,Elizabeth P Jones,1,2351.9599999999996
11266,AW00011266,Taylor  Howard,2,5922.23
11267,AW00011267,David  Diaz,2,5943.23
11268,AW00011268,Katelyn A Carter,2,98.25
11269,AW00011269,Ryan W Foster,2,42.28
11270,AW00011270,Robert L Lee,2,5984.219999999999
11271,AW00011271,Danielle C Reed,2,5973.24
11272,AW00011272,Lauren L Martinez,2,5975.23
11273,AW00011273,Nathan E Lal,2,273.23
11274,AW00011274,Kyle M Foster,2,5888.24
11275,AW00011275,Jenny D Rai,2,5955.23
11276,AW00011276,Nancy E Chapman,27,988.3200000000003
11277,AW00011277,Charles P Jackson,27,1434.99
11278,AW00011278,Jonathan  Phillips,2,5908.25
11279,AW00011279,Amanda S Cook,2,44.57
11280,AW00011280,Robert  Collins,2,77.27000000000001
11281,AW00011281,Megan J Barnes,2,5921.189999999999
11282,AW00011282,Christian A Thomas,2,5998.73
11283,AW00011283,Arturo  Lal,2,44.57
11284,AW00011284,Theresa  Serrano,2,55.480000000000004
11285,AW00011285,Jeremy J Anderson,2,127.76
11286,AW00011286,Hunter D Griffin,2,5954.219999999999
11287,AW00011287,Henry B Garcia,27,1167.0700000000004
11288,AW00011288,Cindy K Sanchez,2,77.27000000000001
11289,AW00011289,Maria S Carter,2,5905.48
11290,AW00011290,Katelyn  Sanchez,2,5933.25
11291,AW00011291,Jenna  Wright,2,5873.26
11292,AW00011292,Seth  Phillips,2,5910.219999999999
11293,AW00011293,Luke S Long,2,85.22
11294,AW00011294,Dalton P Clark,2,42.28
11295,AW00011295,Taylor G Lewis,2,6058.25
11296,AW00011296,Haley  Richardson,2,5897.53
11297,AW00011297,Noah  Coleman,2,5948.24
11298,AW00011298,Jon  Luo,2,5922.23
11299,AW00011299,Orlando E Vazquez,2,6015.24
11300,AW00011300,Fernando  Barnes,27,1500.5200000000002
11301,AW00011301,Cameron L Rodriguez,2,131.26
11302,AW00011302,Spencer  Russell,2,5938.19
11303,AW00011303,Julia  Coleman,2,5875.549999999999
11304,AW00011304,Julia B Garcia,2,122.21000000000001
11305,AW00011305,Sean A Evans,2,77.27000000000001
11306,AW00011306,Micah A Zhou,2,42.28
11307,AW00011307,Hunter P Rodriguez,2,5964.219999999999
11308,AW00011308,Ian T Gonzales,2,94.26
11309,AW00011309,Victoria  Lewis,2,42.28
11310,AW00011310,Erin A Sanders,2,77.27000000000001
11311,AW00011311,Gabrielle D Lopez,2,77.27000000000001
11312,AW00011312,Sara  Richardson,2,42.28
11313,AW00011313,Trevor  Jenkins,2,44.57
11314,AW00011314,Mya  Flores,2,47.53
11315,AW00011315,Hailey J Ward,2,42.28
11316,AW00011316,Luke  Allen,1,2349.9799999999996
11317,AW00011317,Victoria D Russell,2,5873.26
11318,AW00011318,Jessica  Wilson,2,44.57
11319,AW00011319,Jade E Bailey,2,5930.23
11320,AW00011320,Morgan M Hill,2,72.21000000000001
11321,AW00011321,Terrance D Raman,2,37.29
11322,AW00011322,Sydney  Garcia,2,44.57
11323,AW00011323,Jose  Patterson,2,6074.54
11324,AW00011324,Zachary  Anderson,2,5945.23
11325,AW00011325,Elijah E Ross,2,6044.2
11326,AW00011326,Rafael M Xie,2,5948.24
11327,AW00011327,Jaime C Moreno,2,5915.54
11328,AW00011328,Julian M Griffin,2,4718.039999999999
11329,AW00011329,Andy  Alvarez,2,5898.26
11330,AW00011330,Ryan M Thompson,27,1136.3500000000004
11331,AW00011331,Samantha  Jenkins,27,1329.3100000000002
11332,AW00011332,Deanna D Ramos,2,5754.969999999999
11333,AW00011333,Emily R Miller,3,8163.3099999999995
11334,AW00011334,Nicole  Brown,3,8154.019999999999
11335,AW00011335,Carla L Raman,2,5744.25
11336,AW00011336,Shaun  Raji,2,4441.379599999999
11337,AW00011337,Jerome  Romero,3,8161.999999999999
11338,AW00011338,Frank F Navarro,2,5744.949999999999
11339,AW00011339,Dennis M She,2,4379.0782
11340,AW00011340,Melody C Munoz,2,4413.0581999999995
11341,AW00011341,Randy A Zeng,3,8191.999999999999
11342,AW00011342,Marshall L Wang,1,48.970000000000006
11343,AW00011343,Arthur P Carlson,3,8221.989999999998
11344,AW00011344,Jessie  Jimenez,3,8119.8099999999995
11345,AW00011345,Robin  Ramos,2,4404.0882
11346,AW00011346,Deanna E Gutierrez,2,4503.048199999999
11347,AW00011347,Roy T Navarro,1,13.98
11348,AW00011348,Shawn  Rai,1,67.97
11349,AW00011349,Mindy J Luo,1,67.97
11350,AW00011350,Cara  Zhou,1,38.47
11351,AW00011351,Anne R Ramos,3,8068.03
11352,AW00011352,Raymond A Rodriguez,1,13.98
11353,AW00011353,Carrie L Ortega,3,8078.019999999999
11354,AW00011354,Deanna  Suarez,1,22.97
11355,AW00011355,Roberto  Gutierrez,1,13.98
11356,AW00011356,Terrence  Carson,3,5069.289999999999
11357,AW00011357,Ramon  Ye,3,4943.8
11358,AW00011358,Cynthia  Malhotra,3,5034.78
11359,AW00011359,Jarrod  Prasad,3,4960.07
11360,AW00011360,Tyrone  Serrano,3,5025.8
11361,AW00011361,Cindy G Ramos,2,114.96000000000001
11362,AW00011362,Damien M Shan,2,77.27
11363,AW00011363,Julian  Ross,3,5035.81
11364,AW00011364,Jennifer  Collins,3,4921.82
11365,AW00011365,Brittney  Sun,3,5024.79
11366,AW00011366,Virginia R Patel,2,77.27
11367,AW00011367,Calvin J Nara,2,86.26
11368,AW00011368,Edward  Miller,3,5106.240000000001
11369,AW00011369,Ashlee D Tang,2,118.96000000000001
11370,AW00011370,Alicia  Xu,2,79.97
11371,AW00011371,Lacey C Jai,2,74.98
11372,AW00011372,Wendy H Romero,3,4965.8099999999995
11373,AW00011373,Carly H Luo,1,38.47
11374,AW00011374,Jimmy M Ortega,1,68.97
11375,AW00011375,Francisco  Martinez,1,13.98
11376,AW00011376,Lance  Vazquez,1,78.48
11377,AW00011377,David R. Robinett,1,83.97
11378,AW00011378,Shannon  Liang,2,4436.3896
11379,AW00011379,Gary  Vazquez,2,4426.0581999999995
11380,AW00011380,Mitchell L Kumar,2,5837.91
11381,AW00011381,Meredith  Raman,3,8161.019999999999
11382,AW00011382,Edward  Patterson,2,4344.0882
11383,AW00011383,Marie  Gill,1,48.970000000000006
11384,AW00011384,Tiffany E Wang,1,48.97
11385,AW00011385,Miguel C Allen,1,13.98
11386,AW00011386,Jaclyn  Cai,1,68.97
11387,AW00011387,Megan C Ramirez,3,6958.799999999999
11388,AW00011388,Joseph  Martin,3,6986.749999999999
11389,AW00011389,Karl J Shan,1,68.97
11390,AW00011390,Christine J Raji,1,48.970000000000006
11391,AW00011391,Lindsay T Xie,1,33.98
11392,AW00011392,Willie  Zhao,1,28.99
11393,AW00011393,Kurt B Pal,1,13.98
11394,AW00011394,George  McDonald,3,8161.969999999999
11395,AW00011395,Beth C Gutierrez,2,5729.969999999999
11396,AW00011396,Ian G Lopez,1,28.99
11397,AW00011397,Latoya R Shan,1,38.47
11398,AW00011398,Colin N Nath,3,8114.039999999999
11399,AW00011399,Brenda F Mehta,1,13.98
11400,AW00011400,Franklin  Raji,3,6967.779999999999
11401,AW00011401,Linda  Navarro,3,5020.8696
11402,AW00011402,Kelli R Cai,3,5059.3296
11403,AW00011403,Nancy  Schmidt,3,5033.139599999999
11404,AW00011404,Megan E Taylor,1,33.98
11405,AW00011405,Bonnie  Goel,1,53.99
11406,AW00011406,Latoya L Xu,2,4415.038199999999
11407,AW00011407,Mario  She,1,53.99
11408,AW00011408,Darren M Gill,1,34.47
11409,AW00011409,Jacqueline H Hayes,2,4444.0682
11410,AW00011410,Maurice  Goel,2,4464.0682
11411,AW00011411,Devin A Ross,1,38.47
11412,AW00011412,Sydney S Bryant,4,9879.96
11413,AW00011413,Megan L Stewart,4,7189.749999999999
11414,AW00011414,Ian  Richardson,4,7191.7699999999995
11415,AW00011415,Randy H She,1,13.98
11416,AW00011416,Katrina  Becker,3,4928.0581999999995
11417,AW00011417,Lacey C Zheng,7,11248.4582
11418,AW00011418,Rafael J Hu,1,39.980000000000004
11419,AW00011419,Kyle D Scott,2,231.75
11420,AW00011420,Jordan C Turner,7,11200.769599999998
11421,AW00011421,Amy C Sun,4,9780.039999999999
11422,AW00011422,Dustin F Deng,4,7075.2699999999995
11423,AW00011423,Jasmine  Stewart,4,9904.97
11424,AW00011424,Pamela S Garcia,1,43.980000000000004
11425,AW00011425,Ariana D Gray,6,10528.6282
11426,AW00011426,Kristopher  Mehta,1,34.99
11427,AW00011427,Desiree S Dominguez,4,9917.99
11428,AW00011428,Deanna  Perez,4,9954.259999999998
11429,AW00011429,Marco  Lopez,6,10468.3796
11430,AW00011430,Casey K Yuan,1,84.98
11431,AW00011431,Bryant  Garcia,4,9912.98
11432,AW00011432,Dominique L Prasad,6,9330.1996
11433,AW00011433,Maurice M Shan,6,12909.6682
11434,AW00011434,Andre  Lopez,2,70.46
11435,AW00011435,Robin  Romero,1,34.99
11436,AW00011436,Taylor  Cox,2,81.75999999999999
11437,AW00011437,Alfredo  Moreno,1,53.99
11438,AW00011438,Jenny  Nara,1,34.99
11439,AW00011439,Janet  Munoz,6,12489.169599999997
11440,AW00011440,Sergio C Weber,1,78.48
11441,AW00011441,Erika  Gomez,1,43.980000000000004
11442,AW00011442,Joseph D Harris,1,34.99
11443,AW00011443,Grace  Griffin,3,8234.999999999998
11444,AW00011444,Tina C Mehta,3,8136.019999999999
11445,AW00011445,Kari S Kim,3,8098.029999999999
11446,AW00011446,Bethany K Chander,3,8237.009999999998
11447,AW00011447,Jennifer  Roberts,3,8078.019999999999
11448,AW00011448,Kyle  Patterson,3,8132.009999999998
11449,AW00011449,Alvin E Hu,3,8130.32
11450,AW00011450,Brett  Mehta,3,8173.259999999998
11451,AW00011451,Ruben L Muñoz,3,8249.49
11452,AW00011452,Erika A Rubio,3,8183.039999999999
11453,AW00011453,Stanley H Malhotra,3,8176.98
11454,AW00011454,Melinda  Navarro,3,8089.039999999999
11455,AW00011455,Ross  Sanz,3,8142.03
11456,AW00011456,Jon C Gao,3,8224.46
11457,AW00011457,Jaime C Gutierrez,3,8211.48
11458,AW00011458,Bianca K Liu,3,96.89
11459,AW00011459,Tasha  Deng,3,8141.33
11460,AW00011460,Melvin R Chande,3,8137.5199999999995
11461,AW00011461,Victor  Jimenez,3,8089.039999999999
11462,AW00011462,Laura L Lin,3,8116.33
11463,AW00011463,Alisha E Beck,3,47.92
11464,AW00011464,Alejandro  Huang,3,8128.509999999998
11465,AW00011465,Louis  Luo,3,8158.039999999999
11466,AW00011466,Grant H Tang,3,90.19000000000001
11467,AW00011467,Arturo C Zheng,3,55.870000000000005
11468,AW00011468,Jaclyn  Andersen,3,6959.82
11469,AW00011469,Edwin  Raji,1,25.479999999999997
11470,AW00011470,Jay C Suarez,2,4344.0882
11471,AW00011471,Latasha  Suarez,1,53.99
11472,AW00011472,Kenneth  Kumar,3,8165.82
11473,AW00011473,Grace M Henderson,1,62.980000000000004
11474,AW00011474,Melvin A Xu,1,49.97
11475,AW00011475,Cesar L Subram,1,69.46
11476,AW00011476,Erika K Navarro,1,53.99
11477,AW00011477,Tristan  Hughes,1,34.99
11478,AW00011478,Billy C Hernandez,1,53.99
11479,AW00011479,Darryl L Wu,3,4970.609600000001
11480,AW00011480,Colleen A Ma,3,4935.3596
11481,AW00011481,Erica  Hu,3,4978.0482
11482,AW00011482,Adrienne C Torres,3,8143.029999999999
11483,AW00011483,Calvin E Chande,3,4966.3895999999995
11484,AW00011484,Erick L Sai,3,4985.3796
11485,AW00011485,Donald  Chandra,3,7048.299999999999
11486,AW00011486,Ariana F Rogers,1,34.99
11487,AW00011487,Morgan C Jones,1,53.99
11488,AW00011488,Jermaine  Lopez,3,8090.33
11489,AW00011489,Deborah S Goel,3,8127.509999999998
11490,AW00011490,Danny  Rubio,1,53.99
11491,AW00011491,Andre  Perez,3,8158.009999999999
11492,AW00011492,Terrence C Chander,2,4404.0782
11493,AW00011493,Dawn T Wu,3,6958.799999999999
11494,AW00011494,Jimmy M Gutierrez,3,6973.8099999999995
11495,AW00011495,Francis  Jimenez,1,13.98
11496,AW00011496,Gary  Ortega,3,7013.789999999999
11497,AW00011497,Katrina R Nath,1,34.99
11498,AW00011498,Arturo C Sun,16,561.53
11499,AW00011499,Pedro A Vance,2,192.21
11500,AW00011500,Sarah V Simmons,16,654.2700000000001
11501,AW00011501,Brandy P Chandra,16,872.2500000000001
11502,AW00011502,Jared  Peterson,16,1026.29
11503,AW00011503,Dennis G Wu,2,61.779999999999994
11504,AW00011504,Jordan P Baker,2,44.57
11505,AW00011505,Jasmine A Powell,16,846.7700000000002
11506,AW00011506,Nicholas S Brown,16,748.6000000000003
11507,AW00011507,Isabella A Russell,16,653.06
11508,AW00011508,Elizabeth R Wilson,2,77.27000000000001
11509,AW00011509,Roger  Harui,1,196.29
11510,AW00011510,Seth H Roberts,5,258.15
11511,AW00011511,Caleb  Perry,1,35.0
11512,AW00011512,Natalie L Campbell,1,2319.99
11513,AW00011513,Alyssa A Howard,1,863.95
11514,AW00011514,Dalton  Diaz,1,39.99
11515,AW00011515,Shannon H Huang,2,5930.23
11516,AW00011516,Mya  Gonzales,2,5915.539999999999
11517,AW00011517,Katherine A Bryant,2,101.76
11518,AW00011518,Edward  Washington,2,82.19999999999999
11519,AW00011519,Jerome B Navarro,16,757.2700000000001
11520,AW00011520,Jada A Morgan,16,822.97
11521,AW00011521,Ariana  Peterson,2,44.57
11522,AW00011522,Christian J Hughes,2,5888.24
11523,AW00011523,Lucas V Taylor,1,2376.9599999999996
